case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_023,f11_case_023,1,no entra la marcha,no entra la motor de arranque,completo,no entra la motor de arranque,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,no entra la motor de arranque,ELECTRICO,0.5263,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Fallo en inversor de corriente IGBT o motor electrico (EV),Bateria descargada o bornes sulfatados,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados): 0.5263; Fallo en inversor de corriente IGBT o motor electrico (EV): 0.3080; Bateria descargada o bornes sulfatados: 0.1660,no entra la motor de arranque,"PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE","⏳ *Analizando consulta (cola #4)* Hipótesis preliminar ML: *Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)* (52%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",52
CASE_023,f11_case_023,2,el pedal de embrague se fue hasta el fondo sin resistencia,el pedal de embrague se fue hasta el fondo sin resistencia,completo,el pedal de embrague se fue hasta el fondo sin resistencia,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,el pedal de embrague se fue hasta el fondo sin resistencia,TRANSMISION,0.9716,Falla en bombin o bomba hidraulica de embrague,Disco de embrague desgastado o patinando,Rodajes de transmision manual o eje primario gastados,Falla en bombin o bomba hidraulica de embrague: 0.9716; Disco de embrague desgastado o patinando: 0.0330; Rodajes de transmision manual o eje primario gastados: 0.0170,el pedal de embrague se fue hasta el fondo sin resistencia,PROCEDIMIENTO: DIAGNÓSTICO DE PATINAMIENTO DE DISCO DE EMBRAGUE Y PRUEBA DE CALADO EN 4TA MARCHA,⏳ *Analizando consulta (cola #5)* Hipótesis preliminar ML: *Falla en bombin o bomba hidraulica de embrague* (97%). En breve recibirás el resumen; el detalle quedará en el panel.,51
CASE_023,f11_case_023,3,veo líquido de frenos goteando debajo de la caja,veo líquido de frenos goteando debajo de la caja,completo,veo líquido de frenos goteando debajo de la caja,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,veo líquido de frenos goteando debajo de la caja,FRENOS,0.8355,Fuga hidraulica o aire en el sistema de frenos,Falta o degradacion de aceite de caja de cambios,Falla en bombin o bomba hidraulica de embrague,Fuga hidraulica o aire en el sistema de frenos: 0.8355; Falta o degradacion de aceite de caja de cambios: 0.1070; Falla en bombin o bomba hidraulica de embrague: 0.0580,veo líquido de frenos goteando debajo de la caja,PROCEDIMIENTO: PRUEBA DE RETENCIÓN DE PRESIÓN EN BOMBA PRINCIPAL Y SANGRADO A PRESIÓN DE LÍQUIDO DE FRENOS DOT 4 (DTC C0040),⏳ *Analizando consulta (cola #6)* Hipótesis preliminar ML: *Fuga hidraulica o aire en el sistema de frenos* (83%). En breve recibirás el resumen; el detalle quedará en el panel.,53
CASE_024,f11_case_024,1,suena feo al pasar baches,presenta ruido anómalo.,inicio,suena feo al pasar baches,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta ruido anómalo.,MOTOR,0.4361,Faja o cadena de distribucion destensada o con salto de punto,Desgaste de pastillas y zapatas de freno,Limpiaparabrisas o motor pluma quemado,Faja o cadena de distribucion destensada o con salto de punto: 0.4361; Desgaste de pastillas y zapatas de freno: 0.3670; Limpiaparabrisas o motor pluma quemado: 0.1970,presenta ruido anómalo.,PROCEDIMIENTO: DIAGNÓSTICO DE CORRELACIÓN CIGÜEÑAL Y ÁRBOL DE LEVAS (DTC P0016 / P0017),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (43%):** Faja o cadena de distribución destensada o con salto de punto. Puede generar ruidos anómalos en la zona frontal del motor (cascabeleo o zumbido metálico), pérdida de potencia y dificultad en el arranque. * ",1
CASE_024,f11_case_024,2,es un golpe seco metálico adelante,presenta ruido anómalo.,inicio,es un golpe seco metálico adelante,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta ruido anómalo.,MOTOR,0.4361,Faja o cadena de distribucion destensada o con salto de punto,Desgaste de pastillas y zapatas de freno,Limpiaparabrisas o motor pluma quemado,Faja o cadena de distribucion destensada o con salto de punto: 0.4361; Desgaste de pastillas y zapatas de freno: 0.3670; Limpiaparabrisas o motor pluma quemado: 0.1970,presenta ruido anómalo.,PROCEDIMIENTO: DIAGNÓSTICO DE CORRELACIÓN CIGÜEÑAL Y ÁRBOL DE LEVAS (DTC P0016 / P0017),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (43%):** Faja o cadena de distribución destensada o con salto de punto. Puede generar ruidos anómalos en la zona frontal del motor (cascabeleo o zumbido metálico), pérdida de potencia y dificultad en el arranque. * ",1
CASE_024,f11_case_024,3,revisé en elevador y los amortiguadores tienen aceite chorreado,revisé en elevador y los amortiguadores tienen aceite chorreado,completo,revisé en elevador y los amortiguadores tienen aceite chorreado,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,revisé en elevador y los amortiguadores tienen aceite chorreado,SUSPENSION_CHASIS,0.9103,Amortiguadores reventados o bujes de suspension gastados,Empaque de culata soplado o danado,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),Amortiguadores reventados o bujes de suspension gastados: 0.9103; Empaque de culata soplado o danado: 0.0580; Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo): 0.0310,revisé en elevador y los amortiguadores tienen aceite chorreado,"PROCEDIMIENTO: DIAGNÓSTICO DE DESGASTE DE BUJES DE TRAPECIO, BARRAS ESTABILIZADORAS Y AMORTIGUADORES (GOLPETEO EN TROCHA / REBOTE)",⏳ *Analizando consulta (cola #7)* Hipótesis preliminar ML: *Amortiguadores reventados o bujes de suspension gastados* (91%). En breve recibirás el resumen; el detalle quedará en el panel.,51
CASE_025,f11_case_025,1,huele a gasolina y falla,huele a gasolina y falla,esperando_clarificacion,huele a gasolina y falla,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,huele a gasolina y falla,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_025,f11_case_025,2,el escape tira humo negro y humo pica los ojos,el escape tira humo negro por mezcla rica o combustion incompleta y humo pica los ojos,completo,el escape tira humo negro por mezcla rica o combustion incompleta y humo pica los ojos,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,el escape tira humo negro por mezcla rica o combustion incompleta y humo pica los ojos,MOTOR,0.5235,Falla en sensor de oxigeno o mezcla rica,Falla en regulador de presion de combustible o diafragma roto,Fuga en mangueras de intercooler o turbocompresor danado,Falla en sensor de oxigeno o mezcla rica: 0.5235; Falla en regulador de presion de combustible o diafragma roto: 0.3100; Fuga en mangueras de intercooler o turbocompresor danado: 0.1670,el escape tira humo negro por mezcla rica o combustion incompleta y humo pica los ojos,PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),"⏳ *Analizando consulta (cola #8)* Hipótesis preliminar ML: *Falla en sensor de oxigeno o mezcla rica* (52%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",48
CASE_025,f11_case_025,3,scanner marca sensor de oxigeno pegado en mezcla rica,scanner marca sensor de oxigeno pegado en mezcla rica,completo,scanner marca sensor de oxigeno pegado en mezcla rica,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,scanner marca sensor de oxigeno pegado en mezcla rica,MOTOR,0.7970,Falla en sensor de oxigeno o mezcla rica,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),Falla en sensor de oxigeno o mezcla rica: 0.7970; Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430): 0.1320; Falla en sistema Flex / Bi-combustible (Alcohol/Etanol): 0.0710,scanner marca sensor de oxigeno pegado en mezcla rica,PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),⏳ *Analizando consulta (cola #9)* Hipótesis preliminar ML: *Falla en sensor de oxigeno o mezcla rica* (79%). En breve recibirás el resumen; el detalle quedará en el panel.,42
CASE_026,f11_case_026,1,"Chillido metálico agudo constante al pisar el freno, las pastillas ya llegaron al sensor metálico de desgaste.",presenta ruido anómalo. cuando está al frenar.,inicio,"chillido metálico agudo constante al pisar el freno, las pastillas ya llegaron al sensor metálico de desgaste.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta ruido anómalo. cuando está al frenar.,FRENOS,0.8415,Desgaste de pastillas y zapatas de freno,Discos de freno alabeados o desgastados,Falla en sistema de frenado regenerativo (EV / Hibridos),Desgaste de pastillas y zapatas de freno: 0.8415; Discos de freno alabeados o desgastados: 0.1030; Falla en sistema de frenado regenerativo (EV / Hibridos): 0.0550,presenta ruido anómalo. cuando está al frenar.,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Desgaste de pastillas y zapatas de freno (84%). * **Diagnóstico Diferencial:**    - **Hipótesis Principal (Desgaste de pastillas/zapatas - 84%):** Se manifiesta con un chillido agudo metálico intermitente o const,2
CASE_027,f11_case_027,1,"Luz de batería encendida en el tablero, medí con multímetro con motor encendido y marca 11.7V.","Luz de batería encendida en el tablero, medí con multímetro con motor encendido y marca 11.7V.",esperando_clarificacion,"luz de batería encendida en el tablero, medí con multímetro con motor encendido y marca 11.7v.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"Luz de batería encendida en el tablero, medí con multímetro con motor encendido y marca 11.7V.",MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_028,f11_case_028,1,Al doblar cerrado hacia la izquierda se escucha un trac trac trac rítmico en la rueda delantera derecha con el fuelle de goma roto.,cuando está al doblar la dirección.,completo,al doblar cerrado hacia la izquierda se escucha un trac trac trac rítmico en la rueda delantera derecha con el fuelle de goma roto.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,cuando está al doblar la dirección.,SUSPENSION_CHASIS,0.8804,Cremallera de direccion asistida con holgura o fuga,Juntas homocineticas o palieres danados,Rodajes de caja mecanica o diferencial gastados,Cremallera de direccion asistida con holgura o fuga: 0.8804; Juntas homocineticas o palieres danados: 0.0780; Rodajes de caja mecanica o diferencial gastados: 0.0420,cuando está al doblar la dirección.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE CAJA DE DIRECCIÓN CREMALLERA ELECTRÓNICA Y ACOPLE FLEXIBLE (CHILLIDO / JUEGO EN CREMALLERA / DTC C1532),⏳ *Analizando consulta (cola #10)* Hipótesis preliminar ML: *Cremallera de direccion asistida con holgura o fuga* (88%). En breve recibirás el resumen; el detalle quedará en el panel.,50
CASE_029,f11_case_029,1,"El pedal de embrague patina en subida, las RPM suben al acelerar pero el auto no aumenta de velocidad.",presenta patinado de transmisión / embrague. cuando está al acelerar bajo carga.,completo,"el pedal de embrague patina en subida, las rpm suben al acelerar pero el auto no aumenta de velocidad.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta patinado de transmisión / embrague. cuando está al acelerar bajo carga.,TRANSMISION,0.5939,Disco de embrague desgastado o patinando,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Falta o degradacion de aceite de caja de cambios,Disco de embrague desgastado o patinando: 0.5939; Sobrecalentamiento o solenoides en caja automatica CVT / DSG: 0.2640; Falta o degradacion de aceite de caja de cambios: 0.1420,presenta patinado de transmisión / embrague. cuando está al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PATINAMIENTO DE DISCO DE EMBRAGUE Y PRUEBA DE CALADO EN 4TA MARCHA,"⏳ *Analizando consulta (cola #11)* Hipótesis preliminar ML: *Disco de embrague desgastado o patinando* (59%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",46
CASE_030,f11_case_030,1,"Burbujas en el vaso de expansión de refrigerante, aceite color café con leche en la varilla y humo blanco.",presenta humo blanco / ebullición refrigerante.,completo,"burbujas en el vaso de expansión de refrigerante, aceite aceite de motor parece leche con cafe chocolatada se mezcla el agua con el aceite en la varilla y humo blanco o vapor por ingreso de refrigerante.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta humo blanco / ebullición refrigerante.,MOTOR,0.9923,Empaque de culata soplado o danado,Fuga en mangueras de refrigerante o radiador picado,Consumo de aceite por desgaste de anillos o retenes,Empaque de culata soplado o danado: 0.9923; Fuga en mangueras de refrigerante o radiador picado: 0.0330; Consumo de aceite por desgaste de anillos o retenes: 0.0170,presenta humo blanco / ebullición refrigerante.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE EMPAQUE DE CULATA (HUMO BLANCO / SOBRECALENTAMIENTO / DTC P0217),⏳ *Analizando consulta (cola #12)* Hipótesis preliminar ML: *Empaque de culata soplado o danado* (99%). En breve recibirás el resumen; el detalle quedará en el panel.,45
CASE_031,f11_case_031,1,"Prendo el aire acondicionado, acopla el compresor pero sale aire a temperatura ambiente, manómetros marcan cero presión de gas.",con A/C encendido.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,con A/C encendido.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",2
CASE_032,f11_case_032,1,"Presioné el botón de la ventana del conductor, sonó como un chasquido de cable roto y el vidrio cayó adentro de la puerta.",presenta chasquido de arranque clac.,completo,"presioné el botón de la ventana del conductor, sonó como un chasquido de cable roto y el vidrio cayó adentro de la puerta.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta chasquido de arranque clac.,ELECTRICO,0.6511,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Juntas homocineticas o palieres danados,Bateria descargada o bornes sulfatados,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados): 0.6511; Juntas homocineticas o palieres danados: 0.2270; Bateria descargada o bornes sulfatados: 0.1220,presenta chasquido de arranque clac.,"PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE","⏳ *Analizando consulta (cola #13)* Hipótesis preliminar ML: *Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)* (65%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",41
CASE_033,f11_case_033,1,"Al presionar el botón de encendido se escucha solo un clac seco en el solenoide, las luces no bajan de intensidad.","presenta clic_unico, chasquido de arranque clac.",completo,"al presionar el botón de encendido se escucha solo un clac seco en el solenoide, las luces no bajan de intensidad.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"presenta clic_unico, chasquido de arranque clac.",ELECTRICO,0.6511,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Juntas homocineticas o palieres danados,Bateria descargada o bornes sulfatados,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados): 0.6511; Juntas homocineticas o palieres danados: 0.2270; Bateria descargada o bornes sulfatados: 0.1220,"presenta clic_unico, chasquido de arranque clac.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE","⏳ *Analizando consulta (cola #14)* Hipótesis preliminar ML: *Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)* (65%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",59
CASE_034,f11_case_034,1,"En frío el motor tose, scanner arroja código P0303 con bujía del cilindro 3 carbonizada y sin chispa.",ocurre en frío. código de escáner P0303.,completo,"en frío el motor tose, scanner arroja código p0303 con bujía del cilindro 3 carbonizada y sin chispa.",NOT_AVAILABLE,NOT_AVAILABLE,P0303,ocurre en frío. código de escáner P0303.,MOTOR,0.6803,Falla en bujias o bobinas de encendido (misfire),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Falla en bujias o bobinas de encendido (misfire): 0.6803; Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas): 0.2080; Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups): 0.1120,ocurre en frío. código de escáner P0303.,PROCEDIMIENTO: DIAGNOSTICO DE SISTEMA COMMON RAIL DIESEL Y BOMBA DE ALTA PRESION (COMBUSTIBLE_005),"⏳ *Analizando consulta (cola #15)* Hipótesis preliminar ML: *Falla en bujias o bobinas de encendido (misfire)* (68%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",50
CASE_035,f11_case_035,1,"El pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay mancha de líquido en la rueda trasera.","el pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay mancha de líquido en la rueda trasera.",completo,"el pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay mancha de líquido en la rueda trasera.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"el pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay mancha de líquido en la rueda trasera.",FRENOS,0.9692,Fuga hidraulica o aire en el sistema de frenos,Caliper de freno trabado o mordaza pegada (piston agarrotado),Desgaste de pastillas y zapatas de freno,Fuga hidraulica o aire en el sistema de frenos: 0.9692; Caliper de freno trabado o mordaza pegada (piston agarrotado): 0.0330; Desgaste de pastillas y zapatas de freno: 0.0170,"el pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay manch",PROCEDIMIENTO: PRUEBA DE RETENCIÓN DE PRESIÓN EN BOMBA PRINCIPAL Y SANGRADO A PRESIÓN DE LÍQUIDO DE FRENOS DOT 4 (DTC C0040),⏳ *Analizando consulta (cola #16)* Hipótesis preliminar ML: *Fuga hidraulica o aire en el sistema de frenos* (96%). En breve recibirás el resumen; el detalle quedará en el panel.,50
