case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_023,f11_v2_case_023,2,el pedal de embrague se fue hasta el fondo sin resistencia,no entra la motor de arranque el pedal de embrague se fue hasta el fondo sin resistencia,completo,,,,NO_DTC,no entra la motor de arranque el pedal de embrague se fue hasta el fondo sin resistencia,TRANSMISION,0.8479,Falla en bombin o bomba hidraulica de embrague,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Fallo en inversor de corriente IGBT o motor electrico (EV),Top1=0.848 | Top2=0.099 | Top3=0.053,no entra la motor de arranque el pedal de embrague se fue hasta el fondo sin resistencia,"PROCEDIMIENTO: DIAGNÓSTICO DE EMBRAGUE HIDRÁULICO, BOMBA PRINCIPAL Y CILINDRO ESCLAVO (PEDAL ESPONJOSO / DIFICULTAD EN CAMBIOS)",🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en bombín o bomba hidráulica de embrague (84%). La pérdida total de resistencia en el pedal de embrague (que se va al fondo) combinada con la incapacidad de hacer entrar el motor de arranque (en vehículos e,4249
CASE_023,f11_v2_case_023,3,veo líquido de frenos goteando debajo de la caja,no entra la motor de arranque el pedal de embrague se fue hasta el fondo sin resistencia veo líquido de frenos goteando debajo de la caja,completo,,,,NO_DTC,no entra la motor de arranque el pedal de embrague se fue hasta el fondo sin resistencia veo líquido de frenos goteando debajo de la caja,TRANSMISION,0.8805,Falla en bombin o bomba hidraulica de embrague,Fuga hidraulica o aire en el sistema de frenos,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Top1=0.880 | Top2=0.078 | Top3=0.042,no entra la motor de arranque el pedal de embrague se fue hasta el fondo sin resistencia veo líquido,"PROCEDIMIENTO: DIAGNÓSTICO DE EMBRAGUE HIDRÁULICO, BOMBA PRINCIPAL Y CILINDRO ESCLAVO (PEDAL ESPONJOSO / DIFICULTAD EN CAMBIOS)","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el bombín o bomba hidráulica de embrague (88%). La evidencia física del charco de líquido de frenos debajo de la caja de cambios, sumado a la pérdida total de resistencia en el pedal y la imposibilidad d",3695
CASE_024,f11_v2_case_024,1,suena feo al pasar baches,presenta ruido anómalo.,completo,sintoma_ruido_anómalo:ruido anómalo,,,NO_DTC,presenta ruido anómalo.,MOTOR,0.4361,Faja o cadena de distribucion destensada o con salto de punto,Desgaste de pastillas y zapatas de freno,Limpiaparabrisas o motor pluma quemado,Top1=0.436 | Top2=0.367 | Top3=0.197,presenta ruido anómalo.,PROCEDIMIENTO: DIAGNÓSTICO DE CORRELACIÓN CIGÜEÑAL Y ÁRBOL DE LEVAS (DTC P0016 / P0017),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Faja o cadena de distribución destensada o con salto de punto (43%). * **Diagnóstico Diferencial:**    Dado que el reporte inicial menciona únicamente un ""ruido anómalo"" sin datos de escaneo previos, es necesario",3442
CASE_024,f11_v2_case_024,2,es un golpe seco metálico adelante,presenta ruido anómalo.,completo,sintoma_ruido_anómalo:ruido anómalo,,,NO_DTC,presenta ruido anómalo.,MOTOR,0.4361,Faja o cadena de distribucion destensada o con salto de punto,Desgaste de pastillas y zapatas de freno,Limpiaparabrisas o motor pluma quemado,Top1=0.436 | Top2=0.367 | Top3=0.197,presenta ruido anómalo.,PROCEDIMIENTO: DIAGNÓSTICO DE CORRELACIÓN CIGÜEÑAL Y ÁRBOL DE LEVAS (DTC P0016 / P0017),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Faja o cadena de distribución destensada o con salto de punto (43%). * **Diagnóstico Diferencial:**    Dado que el reporte inicial menciona únicamente un ""ruido anómalo"" sin datos de escaneo previos, es necesario",1
CASE_024,f11_v2_case_024,3,revisé en elevador y los amortiguadores tienen aceite chorreado,presenta ruido anómalo.,completo,sintoma_ruido_anómalo:ruido anómalo,,,NO_DTC,presenta ruido anómalo.,MOTOR,0.4361,Faja o cadena de distribucion destensada o con salto de punto,Desgaste de pastillas y zapatas de freno,Limpiaparabrisas o motor pluma quemado,Top1=0.436 | Top2=0.367 | Top3=0.197,presenta ruido anómalo.,PROCEDIMIENTO: DIAGNÓSTICO DE CORRELACIÓN CIGÜEÑAL Y ÁRBOL DE LEVAS (DTC P0016 / P0017),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Faja o cadena de distribución destensada o con salto de punto (43%). * **Diagnóstico Diferencial:**    Dado que el reporte inicial menciona únicamente un ""ruido anómalo"" sin datos de escaneo previos, es necesario",1
CASE_025,f11_v2_case_025,1,huele a gasolina y falla,huele a gasolina y falla,completo,combustible:Gasolina,,,NO_DTC,huele a gasolina y falla,MOTOR,0.8517,Falla en sensor de oxigeno o mezcla rica,Falla en bujias o bobinas de encendido (misfire),Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),Top1=0.852 | Top2=0.096 | Top3=0.052,huele a gasolina y falla,PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en sensor de oxígeno o mezcla rica (85%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (85%):* Falla en sensor de oxígeno o mezcla ,2997
CASE_025,f11_v2_case_025,2,el escape tira humo negro y humo pica los ojos,huele a gasolina y falla el escape tira humo negro por mezcla rica o combustion incompleta y humo pica los ojos,completo,combustible:Gasolina,,,NO_DTC,huele a gasolina y falla el escape tira humo negro por mezcla rica o combustion incompleta y humo pica los ojos,MOTOR,0.6227,Falla en sensor de oxigeno o mezcla rica,Falla en regulador de presion de combustible o diafragma roto,Fuga en mangueras de intercooler o turbocompresor danado,Top1=0.623 | Top2=0.245 | Top3=0.132,huele a gasolina y falla el escape tira humo negro por mezcla rica o combustion incompleta y humo pi,PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en sensor de oxígeno o mezcla rica (62%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (62%):* Sensor de oxígeno o relación aire/combustible (A/F) defectuoso o envenenado que no reporta correctam,3765
CASE_025,f11_v2_case_025,3,scanner marca sensor de oxigeno pegado en mezcla rica,huele a gasolina y falla el escape tira humo negro por mezcla rica o combustion incompleta y humo pica los ojos scanner marca sensor de oxigeno pegado en mezcla rica,completo,combustible:Gasolina,,,NO_DTC,huele a gasolina y falla el escape tira humo negro por mezcla rica o combustion incompleta y humo pica los ojos scanner marca sensor de oxigeno pegado en mezcla rica,MOTOR,0.7035,Falla en sensor de oxigeno o mezcla rica,Falla en regulador de presion de combustible o diafragma roto,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),Top1=0.704 | Top2=0.193 | Top3=0.104,huele a gasolina y falla el escape tira humo negro por mezcla rica o combustion incompleta y humo pi,PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Falla en sensor de oxigeno o mezcla rica • **Certeza del Modelo:** 70% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento RAG aún no tiene fuente OEM vali,282
CASE_026,f11_v2_case_026,1,"Chillido metálico agudo constante al pisar el freno, las pastillas ya llegaron al sensor metálico de desgaste.",presenta ruido anómalo. al frenar.,inicio,condicion_operacion:al frenar; sintoma_ruido_anómalo:ruido anómalo,,,NO_DTC,presenta ruido anómalo. al frenar.,FRENOS,0.8572,Desgaste de pastillas y zapatas de freno,Discos de freno alabeados o desgastados,Falla en sistema de frenado regenerativo (EV / Hibridos),Top1=0.857 | Top2=0.093 | Top3=0.050,presenta ruido anómalo. al frenar.,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Desgaste de pastillas y zapatas de freno (85%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (85%):* El ruido anómalo se manifiesta típicamente como un chillido agudo metálico debido al roce de la leng,1
CASE_027,f11_v2_case_027,1,"Luz de batería encendida en el tablero, medí con multímetro con motor encendido y marca 11.7V.","luz de batería encendida en el tablero, medí con multímetro con motor encendido y marca 11.7v.",completo,medicion:11.7v,,,NO_DTC,"luz de batería encendida en el tablero, medí con multímetro con motor encendido y marca 11.7v.",ELECTRICO,0.8904,Alternador defectuoso o placa de diodos quemada,Bateria descargada o bornes sulfatados,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Top1=0.890 | Top2=0.071 | Top3=0.038,"luz de batería encendida en el tablero, medí con multímetro con motor encendido y marca 11.7v.","PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Alternador defectuoso o placa de diodos quemada (89%). El voltaje medido en los bornes con el motor encendido es de **11.7V**, lo cual está muy por debajo del rango de carga normal. Esto indica de manera directa ",3933
CASE_028,f11_v2_case_028,1,Al doblar cerrado hacia la izquierda se escucha un trac trac trac rítmico en la rueda delantera derecha con el fuelle de goma roto.,al doblar cerrado hacia la izquierda se escucha un trac trac trac rítmico en la rueda delantera derecha con el fuelle de goma roto.,completo,condicion_operacion:al doblar la dirección,,,NO_DTC,al doblar cerrado hacia la izquierda se escucha un trac trac trac rítmico en la rueda delantera derecha con el fuelle de goma roto.,SUSPENSION_CHASIS,0.9823,Juntas homocineticas o palieres danados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Desgaste de pastillas y zapatas de freno,Top1=0.982 | Top2=0.033 | Top3=0.017,al doblar cerrado hacia la izquierda se escucha un trac trac trac rítmico en la rueda delantera dere,PROCEDIMIENTO: MEDICIÓN DE ALABEO CON RELOJ COMPARADOR Y REEMPLAZO DE RODAMIENTO DE MAZA DE RUEDA,"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Daño severo en la junta homocinética (específicamente la junta exterior o lado rueda del palier delantero derecho) con rotura de fuelle, con una probabilidad estimada del 98%. El ruido rítmico tipo ""trac trac tra",4198
CASE_029,f11_v2_case_029,1,"El pedal de embrague patina en subida, las RPM suben al acelerar pero el auto no aumenta de velocidad.",presenta patinado de transmisión / embrague. al acelerar bajo carga.,esperando_autopregunta,condicion_operacion:al acelerar bajo carga; sintoma_patinado_de_transmisión___embrague:patinado de transmisión / embrague,,,NO_DTC,presenta patinado de transmisión / embrague. al acelerar bajo carga.,TRANSMISION,0.4757,Disco de embrague desgastado o patinando,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Falta o degradacion de aceite de caja de cambios,Top1=0.476 | Top2=0.437 | Top3=0.034,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico en el sistema de embrague o transmisión:  • 1️⃣ El motor levanta RPM al acelerar pero el carro no gana velocidad con fuerza (Embrague patinando) — 48% • 2️⃣ Golpeteo al cambiar de marcha o la caja automática entra en modo de emergencia (Caja automática CVT / DSG) — ,35
CASE_030,f11_v2_case_030,1,"Burbujas en el vaso de expansión de refrigerante, aceite color café con leche en la varilla y humo blanco.",presenta humo blanco / ebullición refrigerante.,completo,sintoma_humo_blanco___ebullición_refrigerante:humo blanco / ebullición refrigerante,,,NO_DTC,presenta humo blanco / ebullición refrigerante.,MOTOR,0.9923,Empaque de culata soplado o danado,Fuga en mangueras de refrigerante o radiador picado,Consumo de aceite por desgaste de anillos o retenes,Top1=0.992 | Top2=0.033 | Top3=0.017,presenta humo blanco / ebullición refrigerante.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE EMPAQUE DE CULATA (HUMO BLANCO / SOBRECALENTAMIENTO / DTC P0217),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Empaque de culata soplado o dañado (99%). Indicado por la presencia crítica de humo blanco denso y ebullición del refrigerante. - **Diagnóstico Difer,3413
CASE_031,f11_v2_case_031,1,"Prendo el aire acondicionado, acopla el compresor pero sale aire a temperatura ambiente, manómetros marcan cero presión de gas.",presenta aire acondicionado no enfría / sale aire caliente.,completo,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría,,,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente.,CLIMATIZACION,0.9999,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el compresor de aire acondicionado o fuga de gas refrigerante R134a (99%). La sintomatología de aire tibio y la falta de acoplamiento del compresor o presencia de silbidos apuntan directamente a una desp,3383
CASE_032,f11_v2_case_032,1,"Presioné el botón de la ventana del conductor, sonó como un chasquido de cable roto y el vidrio cayó adentro de la puerta.",presenta chasquido de arranque clac.,completo,sintoma_chasquido_de_arranque_clac:chasquido de arranque clac,,,NO_DTC,presenta chasquido de arranque clac.,ELECTRICO,0.6511,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Juntas homocineticas o palieres danados,Bateria descargada o bornes sulfatados,Top1=0.651 | Top2=0.227 | Top3=0.122,presenta chasquido de arranque clac.,"PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados) (65%). * **Diagnóstico Diferencial:**    - *Hipótesis Principal (65%):* El síntoma clásico de un chasquido o ""clac"" seco al girar ",4176
CASE_033,f11_v2_case_033,1,"Al presionar el botón de encendido se escucha solo un clac seco en el solenoide, las luces no bajan de intensidad.","presenta clic_unico, chasquido de arranque clac.",completo,ruido_arranque:clic_unico; sintoma_chasquido_de_arranque_clac:chasquido de arranque clac,,,NO_DTC,"presenta clic_unico, chasquido de arranque clac.",ELECTRICO,0.6511,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Juntas homocineticas o palieres danados,Bateria descargada o bornes sulfatados,Top1=0.651 | Top2=0.227 | Top3=0.122,"presenta clic_unico, chasquido de arranque clac.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados) (65%). * **Diagnóstico Diferencial:**    - **Frente a Hipótesis Principal (65%):** El sonido de un ""clac"" seco metálico al girar l",3878
CASE_034,f11_v2_case_034,1,"En frío el motor tose, scanner arroja código P0303 con bujía del cilindro 3 carbonizada y sin chispa.","en frío el motor tose, scanner arroja código p0303 con bujía del cilindro 3 carbonizada y sin chispa.",completo,dtc_P0303:P0303; temperatura:frío,,,P0303,"en frío el motor tose, scanner arroja código p0303 con bujía del cilindro 3 carbonizada y sin chispa.",MOTOR,0.6084,Falla en bujias o bobinas de encendido (misfire),Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),Top1=0.608 | Top2=0.255 | Top3=0.137,"en frío el motor tose, scanner arroja código p0303 con bujía del cilindro 3 carbonizada y sin chispa",PROCEDIMIENTO: DIAGNÓSTICO DE BOBINAS DE ENCENDIDO COP Y TIEMPO DE QUEMADO DE CHISPA (DTC P0300 A P0304 / TIRONEO BAJO CARGA),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (60%):** Falla en bujías o bobinas de encendido (Misfire en Cilindro 3). La evidencia física reportada (*DTC P0303*, bujía del cilindro 3 carbonizada y sin chispa) apunta directamente a un fallo en el sistema de enc",3745
CASE_035,f11_v2_case_035,1,"El pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay mancha de líquido en la rueda trasera.","el pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay mancha de líquido en la rueda trasera.",completo,,,,NO_DTC,"el pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay mancha de líquido en la rueda trasera.",FRENOS,0.9692,Fuga hidraulica o aire en el sistema de frenos,Caliper de freno trabado o mordaza pegada (piston agarrotado),Desgaste de pastillas y zapatas de freno,Top1=0.969 | Top2=0.033 | Top3=0.017,"el pedal de freno se va al fondo lentamente en los semáforos, el nivel del depósito baja y hay manch",PROCEDIMIENTO: PRUEBA DE RETENCIÓN DE PRESIÓN EN BOMBA PRINCIPAL Y SANGRADO A PRESIÓN DE LÍQUIDO DE FRENOS DOT 4 (DTC C0040),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Fuga hidráulica o aire en el sistema de frenos (96%). Dado que el nivel del depósito baja y existe una mancha de líquido en la rueda trasera, la evidencia física confirma una pérdida de presión externa en el circu",3663
