id,sintoma,falla,codigo_falla,sistema,subcomponente,requiere_escaner,prueba_sugerida,codigo_dtc,origen_dato,grupo_origen,estado_revision,validado_mecanico
78,"Maestro, despide humo azul por el escape por unos 20 segundos saliendo de un semáforo largo. Pasa que sin que se sienta pérdida de fuerza en carretera.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-01-02,solo_experimento,NO
79,"En las mañanas al dar marcha, bota humo gris azulado por el escape, pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-03-00,solo_experimento,NO
80,"Mire: Despide humo azul por el escape por unos 20 segundos al encender el carro tras horas apagado, sobre todo pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-00-01-00,solo_experimento,NO
81,"Al acelerar después de frenar con motor en bajada, bota humo gris azulado por el escape, y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-01-03-01,solo_experimento,NO
82,"Mire: Quema aceite visiblemente al primer arranque saliendo de un semáforo largo, sobre todo pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-02-00,solo_experimento,NO
83,"Mire: Despide humo azul por el escape por unos 20 segundos al acelerar después de frenar con motor en bajada, sobre todo pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-01-01-00,solo_experimento,NO
84,"Maestro, despide humo azul por el escape por unos 20 segundos en las mañanas al dar marcha. Pasa que y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-01-01,solo_experimento,NO
85,"Maestro, bota humo gris azulado por el escape al acelerar después de frenar con motor en bajada. Pasa que pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-01-03-00,solo_experimento,NO
86,"Mire: Bota humo gris azulado por el escape saliendo de un semáforo largo, sobre todo y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-03-01,solo_experimento,NO
87,"Al acelerar después de frenar con motor en bajada, escupe una bocanada visible de humo azulado, dejando residuo aceitoso en la cola del escape.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-01-00-03,solo_experimento,NO
88,Revisión técnica: en las mañanas al dar marcha se nota que despide humo azul por el escape por unos 20 segundos y además y la varilla marca consumo de medio cuarto de aceite por mes.,Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-01-01,solo_experimento,NO
89,"Maestro, quema aceite visiblemente al primer arranque saliendo de un semáforo largo. Pasa que y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-02-01,solo_experimento,NO
90,"Mire: Despide humo azul por el escape por unos 20 segundos al encender el carro tras horas apagado, sobre todo dejando residuo aceitoso en la cola del escape.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-00-01-03,solo_experimento,NO
91,"Mire: Escupe una bocanada visible de humo azulado saliendo de un semáforo largo, sobre todo sin que se sienta pérdida de fuerza en carretera.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-00-02,solo_experimento,NO
92,"En las mañanas al dar marcha, quema aceite visiblemente al primer arranque, pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-02-00,solo_experimento,NO
93,"Saliendo de un semáforo largo, despide humo azul por el escape por unos 20 segundos, sin que se sienta pérdida de fuerza en carretera.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-01-02,solo_experimento,NO
94,"Mire: Bota humo gris azulado por el escape al encender el carro tras horas apagado, sobre todo sin que se sienta pérdida de fuerza en carretera.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-00-03-02,solo_experimento,NO
95,"Al probar el auto: en las mañanas al dar marcha, escupe una bocanada visible de humo azulado; el cliente indica que dejando residuo aceitoso en la cola del escape.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-00-03,solo_experimento,NO
96,Revisión técnica: al acelerar después de frenar con motor en bajada se nota que quema aceite visiblemente al primer arranque y además pero luego de avanzar un par de cuadras el humo desaparece.,Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-01-02-00,solo_experimento,NO
97,Revisión técnica: al encender el carro tras horas apagado se nota que despide humo azul por el escape por unos 20 segundos y además sin que se sienta pérdida de fuerza en carretera.,Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-00-01-02,solo_experimento,NO
98,"Al encender el carro tras horas apagado, quema aceite visiblemente al primer arranque, sin que se sienta pérdida de fuerza en carretera.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-00-02-02,solo_experimento,NO
99,"Mire: Quema aceite visiblemente al primer arranque saliendo de un semáforo largo, sobre todo dejando residuo aceitoso en la cola del escape.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-02-03,solo_experimento,NO
100,"Maestro, quema aceite visiblemente al primer arranque en las mañanas al dar marcha. Pasa que y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-02-01,solo_experimento,NO
101,"Al probar el auto: en las mañanas al dar marcha, bota humo gris azulado por el escape; el cliente indica que y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-03-01,solo_experimento,NO
102,"Mire: Bota humo gris azulado por el escape saliendo de un semáforo largo, sobre todo pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-03-00,solo_experimento,NO
103,"Al probar el auto: saliendo de un semáforo largo, despide humo azul por el escape por unos 20 segundos; el cliente indica que dejando residuo aceitoso en la cola del escape.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-01-03,solo_experimento,NO
104,Revisión técnica: saliendo de un semáforo largo se nota que bota humo gris azulado por el escape y además dejando residuo aceitoso en la cola del escape.,Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-03-03,solo_experimento,NO
105,"Al acelerar después de frenar con motor en bajada, bota humo gris azulado por el escape, y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-01-03-01,solo_experimento,NO
106,"Maestro, quema aceite visiblemente al primer arranque saliendo de un semáforo largo. Pasa que pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-02-00,solo_experimento,NO
107,"Maestro, despide humo azul por el escape por unos 20 segundos saliendo de un semáforo largo. Pasa que y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-02-01-01,solo_experimento,NO
108,Revisión técnica: al encender el carro tras horas apagado se nota que escupe una bocanada visible de humo azulado y además y la varilla marca consumo de medio cuarto de aceite por mes.,Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-00-00-01,solo_experimento,NO
109,"Al probar el auto: al encender el carro tras horas apagado, bota humo gris azulado por el escape; el cliente indica que dejando residuo aceitoso en la cola del escape.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-00-03-03,solo_experimento,NO
110,Revisión técnica: al acelerar después de frenar con motor en bajada se nota que bota humo gris azulado por el escape y además dejando residuo aceitoso en la cola del escape.,Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-01-03-03,solo_experimento,NO
111,"Al acelerar después de frenar con motor en bajada, despide humo azul por el escape por unos 20 segundos, pero luego de avanzar un par de cuadras el humo desaparece.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-01-01-00,solo_experimento,NO
112,"Al probar el auto: en las mañanas al dar marcha, despide humo azul por el escape por unos 20 segundos; el cliente indica que y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-01-01,solo_experimento,NO
113,"En las mañanas al dar marcha, escupe una bocanada visible de humo azulado, y la varilla marca consumo de medio cuarto de aceite por mes.",Consumo de aceite por desgaste de anillos o retenes,MOTOR_002,Motor,Retenes y anillos,NO,"Inspección de depósitos húmedos en bujías, prueba de compresión húmeda y prueba de fugas de cilindro",N/A,sintetico_aumentado,AUG-002-03-00-01,solo_experimento,NO
