id,clase_objetivo,macro_sistema,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10L01_0182,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L2,APROBADO,CONFORME,0.2214,0.1665,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10L01_0183,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L2,APROBADO,CONFORME,0.1458,0.0961,TRAIN,,NO,
F10L01_0184,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L2,APROBADO,CONFORME,0.2436,0.2759,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10L01_0185,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L2,APROBADO,CONFORME,0.2485,0.2094,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10L01_0186,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.5055,0.1771,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10L01_0187,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.5159,0.2938,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10L01_0188,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.4228,0.1366,TRAIN,,NO,
F10L01_0189,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.2921,0.2539,TRAIN,,SI,Falla en sensor de oxigeno o mezcla rica
F10L01_0190,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.1724,0.3218,TEST_100,,SI,Falla en bujias o bobinas de encendido (misfire)
F10L01_0191,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.1692,0.1867,G1,,NO,
F10L01_0192,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.2056,0.1487,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10L01_0193,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.2907,0.1988,TRAIN,,NO,
F10L01_0194,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.1013,0.1554,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10L01_0195,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.2246,0.2075,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10L01_0196,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.1926,0.1581,TRAIN,,NO,
F10L01_0197,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.1632,0.1542,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10L01_0198,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.2879,0.1269,TRAIN,,NO,
F10L01_0199,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.2119,0.1923,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10L01_0200,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,APROBADO,CONFORME,0.2025,0.1783,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L02-0001,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.1706,0.228,TRAIN,,NO,
F10-L02-0002,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.2014,0.2457,TRAIN,,NO,
F10-L02-0003,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.4011,0.5206,TRAIN,,NO,
F10-L02-0004,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.1482,0.1944,TRAIN,,NO,
F10-L02-0005,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.2314,0.213,TRAIN,,NO,
F10-L02-0006,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.1621,0.1003,TRAIN,,NO,
F10-L02-0007,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.27,0.2918,TRAIN,,NO,
F10-L02-0008,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.1275,0.1331,TRAIN,,NO,
F10-L02-0009,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.2277,0.1874,DEV_60,,NO,
F10-L02-0010,Empaque de culata soplado o danado,MOTOR,L1,APROBADO,CONFORME,0.2177,0.152,TRAIN,,NO,
F10-L02-0011,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1518,0.2273,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0012,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.2306,0.2329,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L02-0013,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.157,0.3151,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0014,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.2169,0.3371,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0015,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1823,0.1685,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0016,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1772,0.246,TRAIN,,NO,
F10-L02-0017,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.171,0.1555,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0018,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1125,0.0959,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0019,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1522,0.101,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L02-0020,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.111,0.2156,TRAIN,,NO,
F10-L02-0021,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1861,0.187,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0022,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1807,0.1184,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0023,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1761,0.1544,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0024,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1437,0.1382,TRAIN,,NO,
F10-L02-0025,Empaque de culata soplado o danado,MOTOR,L2,APROBADO,CONFORME,0.1105,0.1232,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0026,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1326,0.1511,TRAIN,P0217,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0027,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1586,0.1737,TRAIN,P0303,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L02-0028,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1093,0.1124,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0029,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1339,0.1524,TRAIN,,NO,
F10-L02-0030,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1269,0.1686,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0031,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.2227,0.1644,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0032,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1115,0.226,TRAIN,,SI,Consumo de aceite por desgaste de anillos o retenes
F10-L02-0033,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1743,0.152,TRAIN,,NO,
F10-L02-0034,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.171,0.2718,TRAIN,P0217,SI,Falla en termostato o motoventilador de radiador
F10-L02-0035,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1529,0.1525,TRAIN,P0300,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L02-0036,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1539,0.1221,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0037,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1229,0.1207,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0038,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1365,0.1098,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0039,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1024,0.1024,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L02-0040,Empaque de culata soplado o danado,MOTOR,L3,APROBADO,CONFORME,0.1239,0.1801,TRAIN,P0217,SI,Falla en termostato o motoventilador de radiador
F10-L02-0041,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.2514,0.2521,TRAIN,,NO,
F10-L02-0042,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.4339,0.1291,TRAIN,,NO,
F10-L02-0043,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.2113,0.2309,TRAIN,,NO,
F10-L02-0044,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.2712,0.3536,TRAIN,,NO,
F10-L02-0045,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.2168,0.1852,TEST_100,,NO,
F10-L02-0046,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.1618,0.2091,TRAIN,,NO,
F10-L02-0047,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.2514,0.2359,TRAIN,,NO,
F10-L02-0048,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.1748,0.1846,TRAIN,,NO,
F10-L02-0049,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.192,0.1777,TRAIN,,NO,
F10-L02-0050,Falla en termostato o motoventilador de radiador,MOTOR,L1,APROBADO,CONFORME,0.2025,0.1861,TRAIN,,NO,
F10-L02-0051,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1182,0.1868,G2,,SI,Empaque de culata soplado o danado
F10-L02-0052,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1229,0.2751,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0053,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.2127,0.2289,TRAIN,P0128,NO,
F10-L02-0054,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1519,0.1902,TRAIN,,NO,
F10-L02-0055,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.2225,0.2023,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0056,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.0941,0.0876,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0057,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1761,0.1555,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0058,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.2216,0.1456,TRAIN,P0128,NO,
F10-L02-0059,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1125,0.113,TRAIN,,NO,
F10-L02-0060,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1509,0.2073,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0061,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.297,0.1787,TEST_100,,SI,Empaque de culata soplado o danado
F10-L02-0062,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1255,0.1545,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0063,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1033,0.2118,TRAIN,P0480,NO,
F10-L02-0064,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.2225,0.1068,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0065,Falla en termostato o motoventilador de radiador,MOTOR,L2,APROBADO,CONFORME,0.1979,0.3359,TRAIN,,NO,
F10-L02-0066,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1596,0.1166,TRAIN,P0480,SI,Empaque de culata soplado o danado
F10-L02-0067,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1196,0.156,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0068,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1631,0.1743,TRAIN,P0128,NO,
F10-L02-0069,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1098,0.1506,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0070,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1463,0.1407,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0071,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1109,0.1178,TRAIN,P0217,SI,Empaque de culata soplado o danado
F10-L02-0072,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.107,0.1571,TRAIN,P0480,NO,
F10-L02-0073,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.112,0.1656,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0074,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.0869,0.11,TRAIN,P0128,NO,
F10-L02-0075,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1585,0.158,TRAIN,,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0076,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1341,0.1484,G1,,NO,
F10-L02-0077,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.0998,0.0967,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0078,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1367,0.1689,TRAIN,P0217,SI,Fuga en mangueras de refrigerante o radiador picado
F10-L02-0079,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1378,0.1477,TRAIN,P0128,NO,
F10-L02-0080,Falla en termostato o motoventilador de radiador,MOTOR,L3,APROBADO,CONFORME,0.1638,0.1144,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0081,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.2851,0.3631,G2,,NO,
F10-L02-0082,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.1997,0.2955,TRAIN,,NO,
F10-L02-0083,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.2402,0.2417,TRAIN,,NO,
F10-L02-0084,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.1751,0.1832,TRAIN,,NO,
F10-L02-0085,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.209,0.1125,FIELD_60,,NO,
F10-L02-0086,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.4346,0.3126,TRAIN,,NO,
F10-L02-0087,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.1592,0.2326,TEST_100,,NO,
F10-L02-0088,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.1848,0.1277,TRAIN,,NO,
F10-L02-0089,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.1436,0.2091,TRAIN,,NO,
F10-L02-0090,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L1,APROBADO,CONFORME,0.1691,0.2037,TRAIN,,NO,
F10-L02-0091,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.226,0.2562,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0092,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.1877,0.1727,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0093,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.1653,0.2347,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0094,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.149,0.3167,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0095,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.0982,0.106,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0096,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.1592,0.1245,TRAIN,,NO,
F10-L02-0097,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.1593,0.1575,TRAIN,,NO,
F10-L02-0098,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.1258,0.1002,TEST_100,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0099,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.2645,0.2268,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0100,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.1386,0.2013,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0101,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.148,0.125,TRAIN,,NO,
F10-L02-0102,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.1848,0.215,TRAIN,,NO,
F10-L02-0103,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.0863,0.1155,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0104,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.2648,0.1871,G2,,NO,
F10-L02-0105,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L2,APROBADO,CONFORME,0.1536,0.1919,TRAIN,,NO,
F10-L02-0106,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1451,0.2106,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0107,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1008,0.1461,TRAIN,,NO,
F10-L02-0108,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1877,0.1182,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0109,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1771,0.1397,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0110,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.2645,0.1831,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0111,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1424,0.1147,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0112,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1324,0.1228,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0113,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1247,0.1779,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0114,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1851,0.1287,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L02-0115,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1691,0.1211,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0116,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1775,0.1634,FIELD_60,,NO,
F10-L02-0117,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1148,0.1512,TRAIN,,NO,
F10-L02-0118,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1132,0.1019,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0119,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.1315,0.1068,TRAIN,,NO,
F10-L02-0120,Fuga en mangueras de refrigerante o radiador picado,MOTOR,L3,APROBADO,CONFORME,0.143,0.1557,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0121,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.1797,0.339,TRAIN,,NO,
F10-L02-0122,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.2956,0.2787,TRAIN,,NO,
F10-L02-0123,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.303,0.3707,TRAIN,,NO,
F10-L02-0124,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.216,0.1344,TRAIN,,NO,
F10-L02-0125,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.1688,0.2364,TRAIN,,NO,
F10-L02-0126,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.1445,0.1665,TRAIN,,NO,
F10-L02-0127,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.1864,0.1584,TRAIN,,NO,
F10-L02-0128,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.2895,0.2103,TRAIN,,NO,
F10-L02-0129,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.2803,0.3585,TRAIN,,NO,
F10-L02-0130,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L1,APROBADO,CONFORME,0.1327,0.2647,TRAIN,,NO,
F10-L02-0131,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1228,0.2695,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0132,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1797,0.2378,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0133,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1333,0.148,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0134,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.2803,0.1989,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0135,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1441,0.2666,TRAIN,,NO,
F10-L02-0136,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1954,0.1634,DEV_60,,SI,Empaque de culata soplado o danado
F10-L02-0137,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.2541,0.2245,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0138,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.3069,0.2762,TRAIN,,NO,
F10-L02-0139,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1683,0.3315,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0140,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1501,0.1434,TRAIN,,NO,
F10-L02-0141,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1351,0.245,TRAIN,,NO,
F10-L02-0142,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.2417,0.188,TRAIN,P0420,SI,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430)
F10-L02-0143,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1101,0.1408,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0144,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1323,0.1835,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0145,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L2,APROBADO,CONFORME,0.1086,0.156,TRAIN,,NO,
F10-L02-0146,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L3,APROBADO,CONFORME,0.3266,0.2176,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L02-0147,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L3,APROBADO,CONFORME,0.1347,0.1398,TRAIN,,SI,Empaque de culata soplado o danado
F10-L02-0148,Consumo de aceite por desgaste de anillos o retenes,MOTOR,L3,APROBADO,CONFORME,0.1189,0.1774,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
